Type,Từ,Phiên âm,Hán Việt,Nghĩa,Ví dụ,Phiên âm ví dụ,Nghĩa ví dụ
HSK 1,累,lèi,Luy,mệt,我今天很累,Wǒ jīntiān hěn lèi,Hôm nay tôi rất mệt
HSK 1,冷,lěng,Lãnh,lạnh,今天很冷,Jīntiān hěn lěng,Hôm nay rất lạnh
HSK 1,里,lǐ,Lý,trong,他在房间里,Tā zài fángjiān lǐ,Anh ấy ở trong phòng
HSK 1,里边,lǐbiān,Lý biên,bên trong,盒子里边有东西,Hézi lǐbiān yǒu dōngxi,Bên trong hộp có đồ
HSK 1,两,liǎng,Lưỡng,hai,我有两只猫,Wǒ yǒu liǎng zhī māo,Tôi có hai con mèo
HSK 1,零,líng,Linh,không (số không),温度是零度,Wēndù shì líng dù,Nhiệt độ là không độ
HSK 1,六,liù,Lục,sáu,我有六个苹果,Wǒ yǒu liù gè píngguǒ,Tôi có sáu quả táo
HSK 1,楼,lóu,Lâu,tòa nhà,这是一栋高楼,Zhè shì yī dòng gāolóu,Đây là một tòa nhà cao tầng
HSK 1,楼上,lóushàng,Lâu thượng,trên lầu,他住在楼上,Tā zhù zài lóushàng,Anh ấy sống ở trên lầu
HSK 1,楼下,lóuxià,Lâu hạ,dưới lầu,我们在楼下等你,Wǒmen zài lóuxià děng nǐ,Chúng tôi đang đợi bạn ở dưới lầu
HSK 1,路,lù,Lộ,con đường,这条路很长,Zhè tiáo lù hěn cháng,Con đường này rất dài
HSK 1,路口,lùkǒu,Lộ khẩu,"ngã tư, giao lộ",我在路口等你,Wǒ zài lùkǒu děng nǐ,Tôi đợi bạn ở ngã tư
HSK 1,路上,lùshàng,Lộ thượng,trên đường,我在路上遇见了他,Wǒ zài lùshàng yùjiàn le tā,Tôi gặp anh ấy trên đường
HSK 1,妈妈,māma,Ma ma,mẹ,我妈妈很漂亮,Wǒ māma hěn piàoliang,Mẹ tôi rất đẹp
HSK 1,马路,mǎlù,Mã lộ,đường phố,小心过马路,Xiǎoxīn guò mǎlù,Cẩn thận khi qua đường
HSK 1,马上,mǎshàng,Mã thượng,ngay lập tức,我马上回来,Wǒ mǎshàng huílái,Tôi sẽ quay lại ngay lập tức
HSK 1,吗,ma,Ma,không?,你好吗,Nǐ hǎo ma,Bạn khỏe không?
HSK 1,买,mǎi,Mãi,mua,我想买这本书,Wǒ xiǎng mǎi zhè běn shū,Tôi muốn mua cuốn sách này
HSK 1,慢,màn,Mạn,chậm,请慢点说,Qǐng màn diǎn shuō,Xin nói chậm lại
HSK 1,忙,máng,Mang,bận,我今天很忙,Wǒ jīntiān hěn máng,Hôm nay tôi rất bận
HSK 1,毛,máo,Mao,"lông, tóc",这只猫的毛很软,Zhè zhī māo de máo hěn ruǎn,Lông của con mèo này rất mềm
HSK 1,没,méi,Một,không,我没时间,Wǒ méi shíjiān,Tôi không có thời gian
HSK 1,没关系,méi guānxi,Một quan hệ,không sao,这没关系,Zhè méi guānxi,Chuyện này không sao
HSK 1,没什么,méi shénme,Một thập ma,không có gì,没什么特别的,Méi shénme tèbié de,Không có gì đặc biệt
HSK 1,没事儿,méi shìr,Một sự nhi,không có việc gì,今天没事儿做,Jīntiān méi shìr zuò,Hôm nay không có việc gì làm
HSK 1,没有,méiyǒu,Một hữu,không có,我没有钱,Wǒ méiyǒu qián,Tôi không có tiền
HSK 1,妹妹,mèimei,Muội muội,em gái,我的妹妹很聪明,Wǒ de mèimei hěn cōngmíng,Em gái tôi rất thông minh
HSK 1,门,mén,Môn,cửa,请关上门,Qǐng guānshàng mén,Xin hãy đóng cửa
HSK 1,门口,ménkǒu,Môn khẩu,cổng,我在门口等你,Wǒ zài ménkǒu děng nǐ,Tôi đợi bạn ở cổng
HSK 1,门票,ménpiào,Môn phiếu,vé vào cửa,我买了一张博物馆的门票,Wǒ mǎi le yī zhāng bówùguǎn de ménpiào,Tôi mua một vé vào cửa bảo tàng
HSK 1,们,men,Môn,"các, chúng (số nhiều)",我们都是学生,Wǒmen dōu shì xuéshēng,Chúng tôi đều là học sinh
HSK 1,米饭,mǐfàn,Mễ phạn,cơm,我喜欢吃米饭,Wǒ xǐhuān chī mǐfàn,Tôi thích ăn cơm
HSK 1,面包,miànbāo,Diện bao,bánh mì,我早餐吃了面包,Wǒ zǎocān chī le miànbāo,Tôi đã ăn bánh mì vào bữa sáng
HSK 1,面条儿,miàntiáor,Diện điều nhi,mì sợi,他喜欢吃面条儿,Tā xǐhuān chī miàntiáor,Anh ấy thích ăn mì sợi
HSK 1,名字,míngzi,Danh tự,tên,你的名字是什么,Nǐ de míngzi shì shénme,Tên của bạn là gì?
HSK 1,明白,míngbai,Minh bạch,hiểu,我明白你的意思,Wǒ míngbai nǐ de yìsi,Tôi hiểu ý của bạn
HSK 1,明年,míngnián,Minh niên,năm sau,我明年毕业,Wǒ míngnián bìyè,Năm sau tôi tốt nghiệp
HSK 1,明天,míngtiān,Minh thiên,ngày mai,明天见,Míngtiān jiàn,Ngày mai gặp lại
HSK 1,拿,ná,Nã,cầm,请把书拿给我,Qǐng bǎ shū ná gěi wǒ,Xin hãy cầm sách đưa cho tôi
HSK 1,哪,nǎ,Ná,nào,你是哪国人,Nǐ shì nǎ guó rén,Bạn là người nước nào?
HSK 1,哪里,nǎlǐ,Ná lý,ở đâu,你住在哪里,Nǐ zhù zài nǎlǐ,Bạn sống ở đâu?
HSK 1,哪儿,nǎr,Ná nhi,đâu,你去哪儿了,Nǐ qù nǎr le,Bạn đi đâu rồi?
HSK 1,哪些,nǎxiē,Ná tá,những,哪些书是你的,Nǎxiē shū shì nǐ de,Những quyển sách nào là của bạn?
HSK 1,那,nà,Na,đó,那是我的书,Nà shì wǒ de shū,Đó là sách của tôi
HSK 1,那边,nàbiān,Na biên,đằng kia,他在那边等你,Tā zài nàbiān děng nǐ,Anh ấy đợi bạn ở đằng kia
HSK 1,那里,nàlǐ,Na lý,ở đó,我想去那里,Wǒ xiǎng qù nàlǐ,Tôi muốn đi đến đó
HSK 1,那儿,nàr,Na nhi,đằng kia,你看那儿,Nǐ kàn nàr,Bạn hãy nhìn đằng kia
HSK 1,那些,nàxiē,Na tá,những,那些书是新的,Nàxiē shū shì xīn de,Những cuốn sách đó là mới
HSK 1,奶,nǎi,Nãi,sữa,我喜欢喝牛奶,Wǒ xǐhuān hē niúnǎi,Tôi thích uống sữa
HSK 1,奶奶,nǎinai,Nãi nãi,bà nội,奶奶给我讲故事,Nǎinai gěi wǒ jiǎng gùshì,Bà nội kể chuyện cho tôi
HSK 1,男,nán,Nam,"nam, con trai",这个男孩很聪明,Zhège nánhái hěn cōngmíng,Cậu bé này rất thông minh
HSK 1,男孩儿,nánháir,Nam hài nhi,bé trai,他是一个可爱的男孩儿,Tā shì yī gè kě'ài de nánháir,Cậu ấy là một bé trai đáng yêu
HSK 1,男朋友,nánpéngyou,Nam bằng hữu,bạn trai,她有一个男朋友,Tā yǒu yī gè nánpéngyou,Cô ấy có một bạn trai
HSK 1,男人,nánrén,Nam nhân,đàn ông,男人应该勇敢,Nánrén yīnggāi yǒnggǎn,Đàn ông nên dũng cảm
HSK 1,男生,nánshēng,Nam sinh,nam sinh,这个男生很高,Zhège nánshēng hěn gāo,Nam sinh này rất cao
HSK 1,南,nán,Nam,phía nam,我家在城市的南边,Wǒ jiā zài chéngshì de nánbiān,Nhà tôi ở phía nam thành phố
HSK 1,南边,nánbiān,Nam biên,phía nam,南边有一个公园,Nánbiān yǒu yī gè gōngyuán,Phía nam có một công viên
HSK 1,难,nán,Nan,khó,这个问题很难,Zhège wèntí hěn nán,Câu hỏi này rất khó
HSK 1,呢,ne,Ni,"thế, nhỉ (trợ từ nghi vấn)",你在做什么呢,Nǐ zài zuò shénme ne,Bạn đang làm gì thế?
HSK 1,能,néng,Năng,có thể,你能帮我吗,Nǐ néng bāng wǒ ma,Bạn có thể giúp tôi không?
HSK 1,你,nǐ,Nhĩ,bạn,你好吗,Nǐ hǎo ma,Bạn khỏe không?
HSK 1,你们,nǐmen,Nhĩ môn,các bạn,你们在做什么,Nǐmen zài zuò shénme,Các bạn đang làm gì?
HSK 1,年,nián,Niên,năm,我今年二十岁,Wǒ jīnnián èrshí suì,Năm nay tôi hai mươi tuổi
HSK 1,您,nín,Nâm,ngài,"您好, 请进","Nín hǎo, qǐng jìn","Xin chào ngài, mời vào"
HSK 1,牛奶,niúnǎi,Ngưu nãi,sữa bò,我每天喝牛奶,Wǒ měitiān hē niúnǎi,Tôi uống sữa bò mỗi ngày
HSK 1,女,nǚ,Nữ,"nữ, con gái",这个女孩很漂亮,Zhège nǚhái hěn piàoliang,Cô gái này rất xinh đẹp
HSK 1,女儿,nǚ’ér,Nữ nhi,con gái,我有一个女儿,Wǒ yǒu yī gè nǚ’ér,Tôi có một cô con gái
HSK 1,女孩儿,nǚháir,Nữ hài nhi,bé gái,她是一个聪明的女孩儿,Tā shì yī gè cōngmíng de nǚháir,Cô ấy là một bé gái thông minh
HSK 1,女朋友,nǚpéngyou,Nữ bằng hữu,bạn gái,她是我的女朋友,Tā shì wǒ de nǚpéngyou,Cô ấy là bạn gái của tôi
HSK 1,女人,nǚrén,Nữ nhân,phụ nữ,那个女人很漂亮,Nà gè nǚrén hěn piàoliang,Người phụ nữ đó rất đẹp
HSK 1,女生,nǚshēng,Nữ sinh,nữ sinh,她是一个聪明的女生,Tā shì yī gè cōngmíng de nǚshēng,Cô ấy là một nữ sinh thông minh
HSK 1,旁边,pángbiān,Bàng biên,bên cạnh,他坐在我旁边,Tā zuò zài wǒ pángbiān,Anh ấy ngồi bên cạnh tôi
HSK 1,跑,pǎo,Bào,chạy,他每天早上跑步,Tā měitiān zǎoshang pǎobù,Anh ấy chạy bộ mỗi sáng
HSK 1,朋友,péngyou,Bằng hữu,bạn bè,他是我的好朋友,Tā shì wǒ de hǎo péngyou,Anh ấy là bạn tốt của tôi
HSK 1,票,piào,Phiếu,vé,我买了电影票,Wǒ mǎi le diànyǐng piào,Tôi đã mua vé xem phim
HSK 1,七,qī,Thất,bảy,我有七本书,Wǒ yǒu qī běn shū,Tôi có bảy quyển sách
HSK 1,起,qǐ,Khởi,đứng dậy,请大家站起来,Qǐng dàjiā zhàn qǐlái,Mời mọi người đứng dậy
HSK 1,起床,qǐchuáng,Khởi sàng,thức dậy,我每天六点起床,Wǒ měitiān liù diǎn qǐchuáng,Tôi thức dậy lúc sáu giờ mỗi ngày
HSK 1,起来,qǐlái,Khởi lai,đứng lên,请大家站起来,Qǐng dàjiā zhàn qǐlái,Mời mọi người đứng lên
HSK 1,汽车,qìchē,Khí xa,xe hơi,我有一辆汽车,Wǒ yǒu yī liàng qìchē,Tôi có một chiếc xe hơi
HSK 1,前,qián,Tiền,trước,他站在我前面,Tā zhàn zài wǒ qiánmiàn,Anh ấy đứng trước tôi
HSK 1,前边,qiánbiān,Tiền biên,phía trước,学校在公园的前边,Xuéxiào zài gōngyuán de qiánbiān,Trường học ở phía trước công viên
HSK 1,前天,qiántiān,Tiền thiên,hôm kia,我前天去了北京,Wǒ qiántiān qù le Běijīng,Hôm kia tôi đã đi Bắc Kinh
HSK 1,钱,qián,Tiền,tiền,我有很多钱,Wǒ yǒu hěn duō qián,Tôi có nhiều tiền
HSK 1,钱包,qiánbāo,Tiền bao,ví tiền,我的钱包丢了,Wǒ de qiánbāo diū le,Ví tiền của tôi bị mất rồi
HSK 1,请,qǐng,Thỉnh,xin mời,请进,Qǐng jìn,Xin mời vào
HSK 1,请假,qǐngjià,Thỉnh giả,xin nghỉ phép,我想请三天假,Wǒ xiǎng qǐng sān tiān jià,Tôi muốn xin nghỉ phép ba ngày
HSK 1,请进,qǐngjìn,Thỉnh tiến,mời vào,请进来坐,Qǐng jìnlái zuò,Mời vào ngồi
HSK 1,请问,qǐngwèn,Thỉnh vấn,xin hỏi,"请问, 厕所在哪里","Qǐngwèn, cèsuǒ zài nǎlǐ","Xin hỏi, nhà vệ sinh ở đâu?"
HSK 1,请坐,qǐngzuò,Thỉnh tọa,mời ngồi,请坐在这里,Qǐng zuò zài zhèlǐ,Xin mời ngồi ở đây
HSK 1,球,qiú,Cầu,bóng,他喜欢踢足球,Tā xǐhuān tī zúqiú,Anh ấy thích đá bóng
HSK 1,去,qù,Khứ,đi,我们去公园,Wǒmen qù gōngyuán,Chúng ta đi công viên
HSK 1,去年,qùnián,Khứ niên,năm ngoái,我去年去了中国,Wǒ qùnián qù le Zhōngguó,Năm ngoái tôi đã đi Trung Quốc
HSK 1,热,rè,Nhiệt,nóng,今天很热,Jīntiān hěn rè,Hôm nay rất nóng
HSK 1,人,rén,Nhân,người,这里有很多人,Zhèlǐ yǒu hěn duō rén,Ở đây có nhiều người
HSK 1,认识,rènshi,Nhận thức,biết,我认识他,Wǒ rènshi tā,Tôi biết anh ấy
HSK 1,认真,rènzhēn,Nhận chân,nghiêm túc,他学习很认真,Tā xuéxí hěn rènzhēn,Anh ấy học rất nghiêm túc
HSK 1,日,rì,Nhật,ngày,今天是几月几日,Jīntiān shì jǐ yuè jǐ rì,Hôm nay là ngày mấy tháng mấy?
HSK 1,日期,rìqī,Nhật kỳ,ngày tháng,请写下日期,Qǐng xiě xià rìqī,Xin hãy viết ngày tháng
HSK 1,肉,ròu,Nhục,thịt,我喜欢吃鸡肉,Wǒ xǐhuān chī jīròu,Tôi thích ăn thịt gà
HSK 1,三,sān,Tam,ba,我有三本书,Wǒ yǒu sān běn shū,Tôi có ba quyển sách
HSK 1,山,shān,Sơn,núi,我们去爬山吧,Wǒmen qù páshān ba,Chúng ta đi leo núi đi
HSK 1,商场,shāngchǎng,Thương trường,trung tâm thương mại,这个商场很大,Zhège shāngchǎng hěn dà,Trung tâm thương mại này rất lớn
HSK 1,商店,shāngdiàn,Thương điếm,cửa hàng,我们去商店买东西,Wǒmen qù shāngdiàn mǎi dōngxi,Chúng tôi đi cửa hàng mua đồ
HSK 1,上,shàng,Thượng,lên,他上楼了,Tā shàng lóu le,Anh ấy đã lên lầu
HSK 1,上班,shàngbān,Thượng ban,đi làm,我每天八点上班,Wǒ měitiān bā diǎn shàngbān,Tôi đi làm lúc tám giờ mỗi ngày
HSK 1,上边,shàngbian,Thượng biên,phía trên,书在桌子上边,Shū zài zhuōzi shàngbian,Sách ở phía trên bàn
HSK 1,上车,shàngchē,Thượng xa,lên xe,我们马上上车,Wǒmen mǎshàng shàngchē,Chúng ta lên xe ngay
HSK 1,上次,shàngcì,Thượng thứ,lần trước,上次见面很愉快,Shàngcì jiànmiàn hěn yúkuài,Lần trước gặp rất vui
HSK 1,上课,shàngkè,Thượng khóa,đi học,我们现在上课,Wǒmen xiànzài shàngkè,Chúng tôi đang đi học
HSK 1,上网,shàngwǎng,Thượng võng,lên mạng,我每天上网两个小时,Wǒ měitiān shàngwǎng liǎng gè xiǎoshí,Tôi lên mạng hai tiếng mỗi ngày
HSK 1,上午,shàngwǔ,Thượng ngọ,buổi sáng,我上午有课,Wǒ shàngwǔ yǒu kè,Tôi có lớp học vào buổi sáng
HSK 1,上学,shàngxué,Thượng học,đi học,我每天早上七点上学,Wǒ měitiān zǎoshang qī diǎn shàngxué,Tôi đi học lúc bảy giờ sáng mỗi ngày
HSK 1,少,shǎo,Thiểu,ít,这里人很少,Zhèlǐ rén hěn shǎo,Ở đây có ít người
HSK 1,谁,shéi,Thùy,ai,这个人是谁,Zhège rén shì shéi,Người này là ai
HSK 1,身上,shēnshang,Thân thượng,trên người (mặc đồ),他身上有一件新衣服,Tā shēnshang yǒu yī jiàn xīn yīfú,Anh ấy mặc lên người một chiếc áo mới
HSK 1,身体,shēntǐ,Thân thể,"thân thể, sức khoẻ",你的身体好吗,Nǐ de shēntǐ hǎo ma,Sức khỏe của bạn có tốt không?
HSK 1,什么,shénme,Thập ma,cái gì,你在做什么,Nǐ zài zuò shénme,Bạn đang làm gì?
HSK 1,生病,shēngbìng,Sinh bệnh,ốm,"我生病了, 不能去上班","Wǒ shēngbìng le, bù néng qù shàngbān","Tôi bị ốm, không thể đi làm"
HSK 1,生气,shēngqì,Sinh khí,tức giận,他因为小事生气了,Tā yīnwèi xiǎoshì shēngqì le,Anh ấy tức giận vì chuyện nhỏ
HSK 1,生日,shēngrì,Sinh nhật,sinh nhật,今天是我的生日,Jīntiān shì wǒ de shēngrì,Hôm nay là sinh nhật của tôi
HSK 1,十,shí,Thập,mười,我有十个苹果,Wǒ yǒu shí gè píngguǒ,Tôi có mười quả táo
HSK 1,时候,shíhou,Thời hậu,lúc,我们什么时候见面,Wǒmen shénme shíhou jiànmiàn,Chúng ta gặp nhau lúc nào?
HSK 1,时间,shíjiān,Thời gian,thời gian,你有时间吗,Nǐ yǒu shíjiān ma,Bạn có thời gian không?
HSK 1,事,shì,Sự,việc,我有一些事要做,Wǒ yǒu yīxiē shì yào zuò,Tôi có một số việc phải làm
HSK 1,试,shì,Thí,thử,我想试一下这件衣服,Wǒ xiǎng shì yīxià zhè jiàn yīfú,Tôi muốn thử chiếc áo này
HSK 1,是,shì,Thị,là,他是我的朋友,Tā shì wǒ de péngyǒu,Anh ấy là bạn của tôi
HSK 1,是不是,shìbùshì,Thị bất thị,có phải không,你是不是学生,Nǐ shìbùshì xuéshēng,Bạn có phải là học sinh không?
HSK 1,手,shǒu,Thủ,tay,请洗手,Qǐng xǐshǒu,Xin hãy rửa tay
HSK 1,手机,shǒujī,Thủ cơ,điện thoại di động,我的手机没电了,Wǒ de shǒujī méi diàn le,Điện thoại di động của tôi hết pin rồi
HSK 1,书,shū,Thư,sách,我喜欢读书,Wǒ xǐhuān dúshū,Tôi thích đọc sách
HSK 1,书包,shūbāo,Thư bao,cặp sách,我的书包很重,Wǒ de shūbāo hěn zhòng,Cặp sách của tôi rất nặng
HSK 1,书店,shūdiàn,Thư điếm,hiệu sách,我们去书店买书吧,Wǒmen qù shūdiàn mǎi shū ba,Chúng ta đi mua sách ở hiệu sách nhé
HSK 1,树,shù,Thụ,cây,公园里有很多树,Gōngyuán lǐ yǒu hěn duō shù,Trong công viên có nhiều cây
HSK 1,水,shuǐ,Thuỷ,nước,我需要一杯水,Wǒ xūyào yī bēi shuǐ,Tôi cần một ly nước
HSK 1,水果,shuǐguǒ,Thuỷ quả,hoa quả,苹果是我最喜欢的水果,Píngguǒ shì wǒ zuì xǐhuān de shuǐguǒ,Táo là loại hoa quả tôi thích nhất
HSK 1,睡,shuì,Thuỵ,ngủ,"我很困, 需要睡觉","Wǒ hěn kùn, xūyào shuìjiào","Tôi rất buồn ngủ, cần đi ngủ"
HSK 1,睡觉,shuìjiào,Thuỵ giác,ngủ,我通常十点睡觉,Wǒ tōngcháng shí diǎn shuìjiào,Tôi thường ngủ lúc 10 giờ tối
HSK 1,说,shuō,Thuyết,nói,他说他不想去,Tā shuō tā bù xiǎng qù,Anh ấy nói anh ấy không muốn đi
HSK 1,说话,shuōhuà,Thuyết thoại,nói chuyện,孩子们正在说话,Háizimen zhèngzài shuōhuà,Lũ trẻ đang nói chuyện
HSK 1,四,sì,Tứ,bốn,他有四本书,Tā yǒu sì běn shū,Anh ấy có bốn quyển sách
HSK 1,送,sòng,Tống,tặng,我给朋友送了一本书,Wǒ gěi péngyǒu sòngle yī běn shū,Tôi tặng bạn một quyển sách
HSK 1,岁,suì,Tuế,tuổi,我今年二十岁,Wǒ jīnnián èrshí suì,Năm nay tôi hai mươi tuổi
HSK 1,他,tā,Tha,anh ấy,他是我的朋友,Tā shì wǒ de péngyǒu,Anh ấy là bạn của tôi
HSK 1,他们,tāmen,Tha môn,họ,他们都很高兴,Tāmen dōu hěn gāoxìng,Họ đều rất vui
HSK 1,她,tā,Tha,cô ấy,她是我姐姐,Tā shì wǒ jiějiě,Cô ấy là chị gái của tôi
HSK 1,她们,tāmen,Tha môn,họ (nữ giới),她们在聊天,Tāmen zài liáotiān,Các cô ấy đang trò chuyện
HSK 1,太,tài,Thái,quá,这个菜太辣了,Zhège cài tài là le,Món ăn này quá cay
HSK 1,天,tiān,Thiên,ngày,今天是星期五,Jīntiān shì xīngqīwǔ,Ngày hôm nay là thứ Sáu
HSK 1,天气,tiānqì,Thiên khí,thời tiết,今天的天气很好,Jīntiān de tiānqì hěn hǎo,Thời tiết hôm nay rất đẹp
HSK 1,听,tīng,Thính,nghe,请听我说,Qǐng tīng wǒ shuō,Xin hãy nghe tôi nói
HSK 1,听到,tīngdào,Thính đáo,nghe thấy,我听到音乐了,Wǒ tīngdào yīnyuè le,Tôi đã nghe thấy âm nhạc
HSK 1,听见,tīngjiàn,Thính kiến,nghe thấy,我听见他说话了,Wǒ tīngjiàn tā shuōhuà le,Tôi nghe thấy anh ấy nói chuyện
HSK 1,听写,tīngxiě,Thính tả,nghe viết,我们在听写汉字,Wǒmen zài tīngxiě Hànzì,Chúng tôi đang nghe viết chữ Hán
HSK 1,同学,tóngxué,Đồng học,bạn học,我的同学很聪明,Wǒ de tóngxué hěn cōngmíng,Bạn học của tôi rất thông minh
HSK 1,图书馆,túshūguǎn,Đồ thư quán,thư viện,我们去图书馆学习,Wǒmen qù túshūguǎn xuéxí,Chúng ta đi thư viện học
HSK 1,外,wài,Ngoại,ngoài,我们出去外面吃饭,Wǒmen chūqù wàimiàn chīfàn,Chúng ta ra ngoài ăn cơm
HSK 1,外边,wàibian,Ngoại biên,bên ngoài,他站在门外边,Tā zhàn zài mén wàibian,Anh ấy đứng bên ngoài cửa
HSK 1,外国,wàiguó,Ngoại quốc,nước ngoài,他是从外国来的,Tā shì cóng wàiguó lái de,Anh ấy đến từ nước ngoài
HSK 1,外语,wàiyǔ,Ngoại ngữ,ngoại ngữ,我在学习外语,Wǒ zài xuéxí wàiyǔ,Tôi đang học ngoại ngữ
HSK 1,玩儿,wánr,Ngoạn nhi,chơi đùa,孩子们在院子里玩儿,Háizimen zài yuànzi lǐ wánr,Lũ trẻ đang chơi đùa trong sân
HSK 1,晚,wǎn,Vãn,tối,我昨天晚上看了电影,Wǒ zuótiān wǎnshang kàn le diànyǐng,Tối qua tôi đã xem phim
HSK 1,晚饭,wǎnfàn,Vãn phạn,bữa tối,今天晚饭我们吃什么,Jīntiān wǎnfàn wǒmen chī shénme,Bữa tối nay chúng ta ăn gì
HSK 1,晚上,wǎnshàng,Vãn thượng,buổi tối,我晚上九点睡觉,Wǒ wǎnshàng jiǔ diǎn shuìjiào,Tôi ngủ lúc 9 giờ buổi tối
HSK 1,网上,wǎngshàng,Võng thượng,trên mạng,我们在网上聊天,Wǒmen zài wǎngshàng liáotiān,Chúng ta trò chuyện trên mạng
HSK 1,网友,wǎngyǒu,Võng hữu,bạn qua mạng,我有很多网友,Wǒ yǒu hěn duō wǎngyǒu,Tôi có nhiều bạn qua mạng
HSK 1,忘,wàng,Vong,quên,我忘记带钥匙了,Wǒ wàngjì dài yàoshi le,Tôi quên mang chìa khóa
HSK 1,忘记,wàngjì,Vong ký,quên,请不要忘记你的承诺,Qǐng bù yào wàngjì nǐ de chéngnuò,Xin đừng quên lời hứa của bạn
